category,question,answer
Eduroam,Eduroam says the certificate is not trusted? (instance 964),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 965)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Virtual Labs,The virtual desktop is running slowly? (instance 966),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Antivirus,My antivirus software won't update? (instance 967),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 968)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Teams,My Teams audio or video isn't working? (instance 969),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Eduroam,Eduroam says the certificate is not trusted? (instance 970),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Google Workspace,How do I share a document in Google Drive? (instance 971),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
VPN,My VPN won't connect off campus? (instance 972),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Accounts,My university account is locked out? (instance 973),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Moodle,Moodle is not loading or running slowly? (instance 974),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Accounts,My university account is locked out? (instance 975),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 976),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Eduroam,Eduroam says the certificate is not trusted? (instance 977),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Google Workspace,How do I share a document in Google Drive? (instance 978),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Google Workspace,How do I share a document in Google Drive? (instance 979),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
